node_or_edge	SUID	label	name	class	nodesize	Degree	source	target	interaction	evidence	uri
edge	4974	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44820249				458	450	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44820249:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4973	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44265781				458	451	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44265781:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4972	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/441184				458	466	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/441184:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4971	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/51634				458	469	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/51634:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4970	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/176077				458	455	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/176077:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4969	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15389575				458	459	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/15389575:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4968	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/29435				458	453	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/29435:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4967	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/444020				458	461	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/444020:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4966	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10039088				458	467	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10039088:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4965	protein	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00500				458	471	-		http://chem2bio2rdf.org/kegg/resource/protein
edge	4964	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/SI (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15221166				458	473	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/15221166:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4963	GO_ID	http://bio2rdf.org/GO/GO:0004558 (-) http://chem2bio2rdf.org/uniprot/resource/gene/MGAM				457	463	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4962	substructure	http://chem2bio2rdf.org/drugbank/resource/substructure/Glycerol_and_Derivatives (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/444020				456	461	-		http://chem2bio2rdf.org/substructure
edge	4961	substructure	http://chem2bio2rdf.org/drugbank/resource/substructure/Glycerol_and_Derivatives (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/444020				456	461	-		http://chem2bio2rdf.org/substructure
edge	4960	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/176077 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SI				455	458	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/176077:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4959	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/176077 (-) http://chem2bio2rdf.org/uniprot/resource/gene/MGAM				455	463	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/176077:MGAM	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4958	protein	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00500				454	471	-		http://chem2bio2rdf.org/kegg/resource/protein
edge	4957	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/457676				454	478	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/457676:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4956	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44820249				454	450	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44820249:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4955	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/176077				454	455	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/176077:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4954	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/501391				454	465	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/501391:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4953	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/51634				454	469	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/51634:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4952	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10374978				454	477	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10374978:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4951	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9822159				454	452	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9822159:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4950	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/29435				454	453	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/29435:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4949	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/451991				454	475	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/451991:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4948	protein	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00500				454	471	-		http://chem2bio2rdf.org/kegg/resource/protein
edge	4947	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44820249				454	450	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44820249:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4946	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/176077				454	455	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/176077:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4945	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/501391				454	465	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/501391:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4944	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/51634				454	469	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/51634:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4943	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9822159				454	452	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9822159:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4942	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/29435				454	453	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/29435:AGL	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4941	GO_ID	http://chem2bio2rdf.org/uniprot/resource/gene/AGL (-) http://bio2rdf.org/GO/GO:0005975				454	464	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4940	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/29435 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SI				453	458	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/29435:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4939	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/29435 (-) http://chem2bio2rdf.org/uniprot/resource/gene/MGAM				453	463	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/29435:MGAM	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4938	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9822159 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SI				452	458	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9822159:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4937	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9822159 (-) http://chem2bio2rdf.org/uniprot/resource/gene/MGAM				452	463	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9822159:MGAM	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4936	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44265781 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SI				451	458	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44265781:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4935	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44265781 (-) http://chem2bio2rdf.org/uniprot/resource/gene/MGAM				451	463	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44265781:MGAM	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4934	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44820249 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SI				450	458	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44820249:SI	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4933	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44820249 (-) http://chem2bio2rdf.org/uniprot/resource/gene/MGAM				450	463	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44820249:MGAM	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4932	expression	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/387316 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC3				449	218	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
edge	4931	GO_ID	http://bio2rdf.org/GO/GO:0035173 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CDK2				448	402	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4930	chebi	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:33261 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3883				447	445	-		http://chem2bio2rdf.org/chebi
edge	4929	expression	http://chem2bio2rdf.org/uniprot/resource/gene/NR4A3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5591				446	183	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
edge	4928	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3883 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5				445	196	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3883:CYP3A5	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4927	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/51263 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5				444	196	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/51263:CYP3A5	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4926	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25240031 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8				443	182	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/25240031:CYP2C8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4925	expression	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/64928 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8				442	182	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
edge	4924	protein	http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00591 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5				441	196	-		http://chem2bio2rdf.org/kegg/resource/protein
edge	4923	protein	http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00591 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8				441	182	-		http://chem2bio2rdf.org/kegg/resource/protein
edge	4922	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46198325 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				440	179	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/46198325:PPARG	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4921	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3339 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				439	179	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3339:PPARG	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4920	GO_ID	http://bio2rdf.org/GO/GO:0055088 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				438	179	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4919	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/HPGD (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5280961				437	265	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5280961:HPGD	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4918	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/985 (-) http://chem2bio2rdf.org/uniprot/resource/gene/FABP4				436	409	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/985:FABP4	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4917	expression	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/985 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				436	179	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
edge	4916	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/45263405 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				435	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/45263405:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4915	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44425701 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				434	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44425701:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4914	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/22239024 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				433	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/22239024:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4913	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11172276 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				432	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11172276:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4912	GO_ID	http://bio2rdf.org/GO/GO:0032787 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				431	283	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4911	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341260 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				430	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44341260:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4910	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11458616 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				429	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11458616:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4909	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11817019 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				428	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11817019:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4908	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341428 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				427	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44341428:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4907	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11321889 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				426	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11321889:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4906	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11322177 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				425	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11322177:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4905	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/443389 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				424	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/443389:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4904	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341234 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				423	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44341234:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4903	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/23657438 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				422	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/23657438:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4902	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11148656 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				421	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11148656:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4901	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11582291 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				420	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11582291:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4900	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11322127 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				419	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11322127:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4899	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11368215 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				418	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11368215:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4898	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341278 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				417	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44341278:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4897	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341461 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				416	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44341461:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4896	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11218177 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				415	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11218177:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4895	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341256 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				414	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/44341256:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4894	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46879490 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				413	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/46879490:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4893	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11424804 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				412	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/11424804:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4892	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6918647 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				411	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/6918647:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4891	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25034348 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2				410	283	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/25034348:CYP1A2	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4890	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/FABP4 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25240031				409	443	-	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/25240031:FABP4	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics
edge	4889	protein	http://chem2bio2rdf.org/uniprot/resource/gene/FABP4 (-) http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa03320				409	404	-		http://chem2bio2rdf.org/kegg/resource/protein
edge	4888	GO_ID	http://chem2bio2rdf.org/uniprot/resource/gene/FABP4 (-) http://bio2rdf.org/GO/GO:0050872				409	408	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4887	expression	http://chem2bio2rdf.org/uniprot/resource/gene/FABP4 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15074				409	405	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
edge	4886	GO_ID	http://bio2rdf.org/GO/GO:0050872 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				408	179	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4885	GO_ID	http://bio2rdf.org/GO/GO:0010871 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				407	179	-		http://chem2bio2rdf.org/uniprot/resource/GO_ID
edge	4884	chebi	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50990 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/77999				406	199	-		http://chem2bio2rdf.org/chebi
edge	4883	expression	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15074 (-) http://chem2bio2rdf.org/uniprot/resource/gene/FABP4				405	409	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
edge	4882	expression	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15074 (-) http://chem2bio2rdf.org/uniprot/resource/gene/PPARG				405	179	-		http://chem2bio2rdf.org/chemogenomics/resource/expression
