"SUID","AverageShortestPathLength","BetweennessCentrality","childnodes","class","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","name","NeighborhoodConnectivity","nodesize","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","startnode","Stress","TopologicalCoefficient"
"192","4.14492754","0.0016848","","gene","0.24125874","0.0","2","6","false","HSD3B2","http://chem2bio2rdf.org/uniprot/resource/gene/HSD3B2","13.5","1.0","0","2","0","0.55072464","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/HSD3B2","no","7156.0","0.5"
"193","3.56763285","0.00299906","","GO","0.2802979","0.0","10","6","false","GO:0020037","http://bio2rdf.org/GO/GO:0020037","18.83333333","1.0","0","10","1","0.63319531","false","0","http://bio2rdf.org/GO/GO:0020037","no","36674.0","0.27020202"
"194","3.82608696","0.00404676","","gene","0.26136364","0.0","6","6","false","CYP17A1","http://chem2bio2rdf.org/uniprot/resource/gene/CYP17A1","5.66666667","5.0","0","6","0","0.59627329","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CYP17A1","yes","25984.0","0.23333333"
"195","2.5942029","0.16368534","http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C9","gene","0.38547486","0.0","81","4","false","CYP3A4","http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","5.52173913","1.0","0","81","12","0.77225673","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","no","1552276.0","0.05652174"
"196","3.27536232","0.04984061","http://chem2bio2rdf.org/uniprot/resource/gene/ADIPOR1	http://chem2bio2rdf.org/uniprot/resource/gene/NR4A3","gene","0.30530973","0.0","90","5","false","CYP3A5","http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5","6.53125","5.0","0","90","20","0.67494824","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5","yes","743962.0","0.09375"
"197","3.21014493","4.3916E-4","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44346781	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10950401	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5505	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24741307	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46890163	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42626024	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11617480	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11610363	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16745311	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10916150	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2165	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16099905	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46890301	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10938696	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16099923	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11494579	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5381226	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11013215	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24871527	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16072099","pubchem_compound","0.31151242","0.0","2","5","false","11560300(20)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11560300","68.0","3.0","0","2","0","0.68426501","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11560300","no","8502.0","0.55833333"
"198","3.84057971","1.5258E-4","http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50990	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:38106	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50864	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:35526","chebi","0.26037736","0.0","6","5","false","CHEBI:48865(4)","http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:48865","17.5","3.0","0","6","2","0.5942029","false","0","http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:48865","no","2376.0","0.61111111"
"199","3.10869565","0.02562997","","pubchem_compound","0.32167832","0.0","23","5","false","77999","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/77999","17.5","1.0","0","23","8","0.69875776","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/77999","no","188254.0","0.12406015"
"200","3.50966184","0.00367448","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5381226","pubchem_compound","0.28492774","0.0","6","6","false","54454(1)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/54454","20.2","3.0","0","6","1","0.64147688","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/54454","no","43102.0","0.25945946"
"201","3.06038647","0.0017082","http://bio2rdf.org/GO/GO:0032787","GO","0.32675612","0.0","15","4","false","GO:0034875","http://bio2rdf.org/GO/GO:0034875","70.25","1.0","0","15","4","0.70565908","false","0","http://bio2rdf.org/GO/GO:0034875","no","35962.0","0.46790541"
"202","3.87922705","0.0038765","","gene","0.25778331","0.0","6","5","false","APOE","http://chem2bio2rdf.org/uniprot/resource/gene/APOE","5.0","1.0","0","6","1","0.58868185","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/APOE","no","36238.0","0.28571429"
"203","3.84057971","1.5258E-4","","substructure","0.26037736","0.0","4","5","false","Thiazolidines","http://chem2bio2rdf.org/drugbank/resource/substructure/Thiazolidines","17.5","1.0","0","4","2","0.5942029","false","0","http://chem2bio2rdf.org/drugbank/resource/substructure/Thiazolidines","no","2376.0","0.61111111"
"204","4.07487923","0.00105035","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369229	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/30323	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3278	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10047863	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10459316	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10388318	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11337594	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369028	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369027	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369228	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11454819	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10344755	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44368923	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4911	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10346312	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5978	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10046544	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369087	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369082	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9828532	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10454772	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/119196	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/148124	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10094280	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10092403	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2708	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369091	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6253	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10004696	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11359019	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/41867	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/60787	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44368902	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369260	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369265	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369264	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10071405	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9828452	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11408751	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369067	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369069	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11432257	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44368818	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3037617	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369278	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10345205	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9980860	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10322116	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9979854	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5284373	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11444700	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10432300	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11418752	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9848185	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5281888	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36314	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369198	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11177641	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369026	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65808	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369052	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10407830	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11258566	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369110	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/92305	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10029563","pubchem_compound","0.24540605","0.0","4","6","false","6167","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6167","9.33333333","1.0","0","4","1","0.56073154","true","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6167","no","6522.0","0.3968254"
"205","3.96859903","4.271E-5","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/441074	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/54687","pubchem_compound","0.25197809","0.0","2","6","false","6675(2)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6675","16.0","3.0","0","2","0","0.57591442","true","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6675","no","600.0","0.65217391"
"206","4.00724638","1.2695E-4","","pubchem_compound","0.24954792","0.0","2","6","false","2471","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2471","13.0","1.0","0","2","0","0.57039337","true","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2471","no","1098.0","0.54545455"
"207","3.10144928","0.03707727","","gene","0.32242991","0.0","31","5","false","ABCB1","http://chem2bio2rdf.org/uniprot/resource/gene/ABCB1","5.0","1.0","0","31","5","0.69979296","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCB1","no","363032.0","0.12121212"
"208","3.49758454","0.00120028","","sider","0.2859116","0.0","6","6","false","C0151436","http://chem2bio2rdf.org/sider/resource/sider/C0151436","11.66666667","1.0","0","6","2","0.64320221","false","0","http://chem2bio2rdf.org/sider/resource/sider/C0151436","no","6854.0","0.44444444"
"209","3.1352657","0.01493452","","pubchem_compound","0.31895223","0.0","8","6","false","2520","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2520","55.0","1.0","0","8","2","0.69496204","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2520","no","136316.0","0.34394904"
"210","3.14492754","0.01888072","","gene","0.31797235","0.0","28","5","false","ABCB11","http://chem2bio2rdf.org/uniprot/resource/gene/ABCB11","5.69230769","1.0","0","28","5","0.69358178","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCB11","no","187376.0","0.13800905"
"211","3.96859903","3.86E-5","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36462	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3034759","pubchem_compound","0.25197809","0.0","2","6","false","4122(2)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4122","16.5","3.0","0","2","0","0.57591442","true","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4122","no","486.0","0.67391304"
"212","3.29951691","0.01164635","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","gene","0.30307467","0.0","21","6","false","CFTR","http://chem2bio2rdf.org/uniprot/resource/gene/CFTR","6.85714286","1.0","0","21","6","0.67149758","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CFTR","no","111476.0","0.1952381"
"213","3.96859903","4.271E-5","","gene","0.25197809","0.0","4","6","false","HAX1","http://chem2bio2rdf.org/uniprot/resource/gene/HAX1","16.0","1.0","0","4","2","0.57591442","true","0","http://chem2bio2rdf.org/uniprot/resource/gene/HAX1","no","600.0","0.65217391"
"214","3.53381643","0.00279251","","pubchem_compound","0.28298018","0.33333333","13","6","false","3019","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3019","77.0","1.0","0","13","3","0.63802622","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3019","no","45736.0","0.62398374"
"215","3.44444444","0.00575531","","GO","0.29032258","0.0","13","6","false","GO:0042626","http://bio2rdf.org/GO/GO:0042626","45.0","1.0","0","13","4","0.65079365","false","0","http://bio2rdf.org/GO/GO:0042626","no","110098.0","0.36666667"
"216","3.59661836","0.00789413","","pubchem_compound","0.27803895","0.0","8","6","false","9903","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9903","17.0","1.0","0","8","2","0.62905452","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9903","no","176386.0","0.25396825"
"217","3.25120773","0.00655708","","gene","0.30757801","0.0","12","5","false","ABCA1","http://chem2bio2rdf.org/uniprot/resource/gene/ABCA1","8.16666667","1.0","0","12","3","0.6783989","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCA1","no","85610.0","0.24712644"
"218","3.02415459","0.0305264","","gene","0.33067093","0.0","32","5","false","ABCC3","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC3","6.57142857","1.0","0","32","6","0.71083506","true","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC3","no","377118.0","0.13928571"
"219","3.19806763","0.00514693","","gene","0.31268882","0.0","12","5","false","ABCC1","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC1","9.6","1.0","0","12","4","0.68599034","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC1","no","75672.0","0.26875"
"220","3.96376812","9.282E-5","","pubchem_compound","0.25228519","0.0","6","6","false","31703","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/31703","12.66666667","1.0","0","6","3","0.57660455","true","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/31703","no","760.0","0.50724638"
"221","3.9589372","1.0007E-4","","pubchem_compound","0.25259304","0.0","3","6","false","168408","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/168408","15.33333333","1.0","0","3","0","0.57729469","true","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/168408","no","1212.0","0.59722222"
"222","3.42028986","0.00924136","","kegg_pathway","0.29237288","0.0","30","6","false","hsa02010","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa02010","40.0","1.0","0","30","6","0.65424431","false","0","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa02010","no","157582.0","0.31451613"
"223","3.46135266","0.00461549","","GO","0.2889044","0.0","11","6","false","GO:0016887","http://bio2rdf.org/GO/GO:0016887","29.8","1.0","0","11","2","0.64837819","false","0","http://bio2rdf.org/GO/GO:0016887","no","82054.0","0.24827586"
"224","4.08454106","9.195E-5","","pubchem_compound","0.24482555","0.0","2","6","false","2756","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2756","11.0","1.0","0","2","0","0.55935128","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2756","no","438.0","0.52631579"
"225","3.5","3.7689E-4","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44388719	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10192730	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5342	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10899427	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11993866	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11993867	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/34633	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/19520	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/23646069	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11641076	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11612187	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11378800	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10691533	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11206290	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11993872	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11148236","pubchem_compound","0.28571429","0.0","2","5","false","24754344(16)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24754344","33.5","3.0","0","2","0","0.64285714","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24754344","no","9688.0","0.52419355"
"226","4.44202899","1.9893E-4","","pubchem_compound","0.22512235","0.0","2","6","false","5472","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5472","11.5","1.0","0","2","0","0.50828157","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5472","no","1962.0","0.525"
"227","3.89371981","5.6783E-4","","gene","0.25682382","0.0","10","6","false","CYP3A7","http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A7","8.0","1.0","0","10","3","0.58661146","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A7","no","3632.0","0.28"
"228","3.44927536","0.01822616","","gene","0.28991597","0.0","30","5","false","CYP2B6","http://chem2bio2rdf.org/uniprot/resource/gene/CYP2B6","6.33333333","1.0","0","30","7","0.65010352","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CYP2B6","no","269502.0","0.1300813"
"229","3.60144928","3.4177E-4","","kegg_pathway","0.277666","0.0","3","6","false","hsa00982","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00982","32.33333333","1.0","0","3","0","0.62836439","false","0","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00982","no","13244.0","0.50537634"
"230","3.78985507","6.4303E-4","","kegg_pathway","0.26386233","0.0","4","6","false","hsa00590","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00590","23.0","1.0","0","4","1","0.60144928","false","0","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00590","no","8800.0","0.45833333"
"231","3.60144928","3.4177E-4","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00830	http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00982","kegg_pathway","0.277666","0.0","5","6","false","hsa00980(2)","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00980","32.33333333","3.0","0","5","2","0.62836439","false","0","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00980","no","13244.0","0.50537634"
"232","3.12801932","0.00533676","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2733526	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5743","pubchem_compound","0.31969112","0.0","18","6","false","36314(2)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36314","36.16666667","3.0","0","18","5","0.69599724","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36314","no","67784.0","0.23135965"
"233","4.14975845","4.1462E-4","","chebi","0.24097788","0.0","2","6","false","CHEBI:38106","http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:38106","13.5","1.0","0","2","0","0.55003451","false","0","http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:38106","no","4952.0","0.52083333"
"234","3.32125604","0.00259991","http://bio2rdf.org/GO/GO:0017144","GO","0.30109091","0.0","12","6","false","GO:0070330","http://bio2rdf.org/GO/GO:0070330","34.6","1.0","0","12","3","0.66839199","false","0","http://bio2rdf.org/GO/GO:0070330","no","43048.0","0.28474576"
"235","2.83333333","0.04967842","","pubchem_compound","0.35294118","0.0","27","4","false","36462","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36462","26.38461538","1.0","0","27","6","0.73809524","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36462","no","682066.0","0.13647643"
"236","3.79468599","1.0141E-4","","GO","0.26352642","0.0","4","6","false","GO:0017144","http://bio2rdf.org/GO/GO:0017144","32.5","1.0","0","4","2","0.60075914","false","0","http://bio2rdf.org/GO/GO:0017144","no","3212.0","0.65625"
"237","3.10386473","0.01022375","","pubchem_compound","0.32217899","0.0","30","6","false","5743","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5743","29.0","1.0","0","30","7","0.6994479","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5743","no","134294.0","0.17948718"
"238","2.99275362","0.00639585","http://bio2rdf.org/GO/GO:0070330	http://bio2rdf.org/GO/GO:0017144	http://bio2rdf.org/GO/GO:0070989","GO","0.33414044","0.0","17","4","false","GO:0042738","http://bio2rdf.org/GO/GO:0042738","52.85714286","1.0","0","17","6","0.71532091","false","0","http://bio2rdf.org/GO/GO:0042738","no","145716.0","0.32614555"
"239","3.60144928","3.4177E-4","","kegg_pathway","0.277666","0.0","5","6","false","hsa00830","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00830","32.33333333","1.0","0","5","2","0.62836439","false","0","http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa00830","no","13244.0","0.50537634"
"240","3.16666667","0.00426284","","pubchem_compound","0.31578947","0.0","10","5","false","2907","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2907","39.2","1.0","0","10","2","0.69047619","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2907","no","63750.0","0.3007874"
"241","4.15217391","3.3113E-4","","GO","0.2408377","0.0","4","6","false","GO:0008202","http://bio2rdf.org/GO/GO:0008202","25.0","1.0","0","4","1","0.54968944","false","0","http://bio2rdf.org/GO/GO:0008202","no","5474.0","0.48979592"
"242","3.34541063","0.00427834","","pubchem_compound","0.29891697","0.0","17","5","false","2554","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2554","25.0","1.0","0","17","5","0.66494134","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2554","no","106202.0","0.26966292"
"243","2.92028986","0.01591547","","pubchem_compound","0.34243176","0.0","30","5","false","5381226","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5381226","41.1","1.0","0","30","8","0.72567288","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5381226","no","272572.0","0.23313953"
"244","4.43719807","8.114E-5","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44440264	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11722356	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44440239	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44441858	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44407857	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44407782","pubchem_compound","0.22536745","0.0","2","6","false","44441860(6)","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44441860","16.0","3.0","0","2","0","0.5089717","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44441860","no","690.0","0.55555556"
"245","4.42753623","7.783E-5","http://chem2bio2rdf.org/uniprot/resource/gene/NR0B2","gene","0.22585925","0.0","2","6","false","PPARGC1A(1)","http://chem2bio2rdf.org/uniprot/resource/gene/PPARGC1A","16.0","3.0","0","2","0","0.51035197","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/PPARGC1A","no","700.0","0.57692308"
"246","4.45169082","5.016E-5","","pubchem_compound","0.22463375","0.0","2","6","false","8814","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/8814","15.5","1.0","0","2","0","0.50690131","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/8814","no","578.0","0.60416667"
"247","4.40821256","1.1543E-4","","pubchem_compound","0.22684932","0.0","3","6","false","5756","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5756","11.0","1.0","0","3","0","0.51311249","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5756","no","854.0","0.43478261"
"248","3.26328502","0.01419605","","pubchem_compound","0.30643967","0.0","43","6","false","5757","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5757","16.17647059","1.0","0","43","12","0.67667357","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5757","no","118594.0","0.10763454"
"249","4.34057971","1.3293E-4","","pubchem_compound","0.23038397","0.0","4","6","false","11258227","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11258227","19.5","1.0","0","4","2","0.52277433","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11258227","no","1204.0","0.54411765"
"250","3.61835749","0.01287033","","gene","0.27636849","0.0","19","5","false","AR","http://chem2bio2rdf.org/uniprot/resource/gene/AR","7.26666667","1.0","0","19","1","0.62594893","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/AR","no","167522.0","0.20215054"
"251","3.53623188","0.00995379","","gene","0.28278689","0.0","31","5","false","UGT1A1","http://chem2bio2rdf.org/uniprot/resource/gene/UGT1A1","10.41666667","1.0","0","31","6","0.63768116","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/UGT1A1","no","201662.0","0.24145299"
"252","2.78019324","0.11247931","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5362440	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/12560","pubchem_compound","0.35968723","0.0","109","4","false","5991","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5991","19.10344828","5.0","0","109","26","0.74568668","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5991","yes","1125436.0","0.10001905"
"253","4.35507246","3.0886E-4","","pubchem_compound","0.2296173","0.0","2","6","false","10192730","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10192730","31.5","1.0","0","2","0","0.52070393","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10192730","no","1708.0","0.51694915"
"254","3.58937198","0.02083026","http://chem2bio2rdf.org/uniprot/resource/gene/NR1I3","gene","0.27860027","0.0","20","5","false","ESR2(1)","http://chem2bio2rdf.org/uniprot/resource/gene/ESR2","7.0","3.0","0","20","3","0.63008972","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ESR2","no","201152.0","0.18181818"
"255","3.46859903","0.02499882","","gene","0.28830084","0.0","54","5","false","NR1I2","http://chem2bio2rdf.org/uniprot/resource/gene/NR1I2","7.09090909","1.0","0","54","17","0.647343","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/NR1I2","no","470442.0","0.14502165"
