CID,TID,score,score_note,score_type,error
4091,"O43497",,"","","no valid path was found"
4091,"O43521",,"","",""
4091,"O43524",,"","",""
4091,"O43525",,"","","no valid path was found"
4091,"O43526",,"","",""
4091,"O43548",,"","","no valid path was found"
4091,"O43561",,"","",""
4091,"O43570",,"","",""
4091,"O43603",,"","","no valid path was found"
4091,"O43613",,"","","no valid path was found"
4091,"O43614",,"","","no valid path was found"
4091,"O43674",,"","","no valid path was found"
4091,"O43708",,"","",""
4091,"O43741",,"","",""
4091,"O43781",,"","","no valid path was found"
4091,"O43868",,"","","no valid path was found"
4091,"O43895",,"","","target was not found"
4091,"O43924",,"","",""
4091,"O60218",,"","","no valid path was found"
4091,"O60237",,"","","no valid path was found"
4091,"O60256",,"","","no valid path was found"
4091,"O60259",,"","",""
4091,"O60266",,"","",""
4091,"O60285",,"","",""
4091,"O60333",,"","",""
4091,"O60341",,"","","no valid path was found"
4091,"O60344",,"","",""
4091,"O60391",,"","",""
4091,"O60427",,"","","target was not found"
4091,"O60502",,"","","no valid path was found"
4091,"O60503",,"","",""
4091,"O60551",,"","","no valid path was found"
4091,"O60563",,"","",""
4091,"O60603",,"","",""
4091,"O60658",,"","",""
4091,"O60674",,"","",""
4091,"O60678",,"","","no valid path was found"
4091,"O60704",,"","","no valid path was found"
4091,"O60706",,"","",""
4091,"O60725",,"","","no valid path was found"
4091,"O60733",,"","",""
4091,"O60755",,"","","no valid path was found"
4091,"O60760",,"","","no valid path was found"
4091,"O60762",,"","","no valid path was found"
4091,"O60779",,"","",""
4091,"O60840",,"","",""
4091,"O60883",,"","","no valid path was found"
4091,"O60885",,"","","no valid path was found"
4091,"O60894",,"","","no valid path was found"
4091,"O60895",,"","","no valid path was found"
4091,"O60906",,"","","no valid path was found"
4091,"O60911",,"","","no valid path was found"
4091,"O60930",,"","",""
4091,"O60939",,"","","no valid path was found"
4091,"O75015",,"","",""
4091,"O75038",,"","","target was not found"
4091,"O75106",,"","","no valid path was found"
4091,"O75116",,"","",""
4091,"O75164",,"","",""
4091,"O75173",,"","",""
4091,"O75306",,"","","no valid path was found"
4091,"O75311",,"","",""
4091,"O75343",,"","","target was not found"
4091,"O75355",,"","","no valid path was found"
4091,"O75365",,"","",""
4091,"O75385",,"","",""
4091,"O75387",,"","","no valid path was found"
4091,"O75414",,"","","no valid path was found"
4091,"O75417",,"","","target was not found"
4091,"O75419",,"","",""
4091,"O75460",,"","","no valid path was found"
4091,"O75469",,"","",""
4091,"O75493",,"","","no valid path was found"
4091,"O75578",,"","","target was not found"
4091,"O75582",,"","",""
4091,"O75676",,"","","target was not found"
4091,"O75688",,"","",""
4091,"O75716",,"","","no valid path was found"
4091,"O75747",,"","",""
4091,"O75762",,"","",""
4091,"O75795",,"","","no valid path was found"
4091,"O75815",,"","",""
4091,"O75828",,"","","no valid path was found"
4091,"O75884",,"","","target was not found"
4091,"O75899",,"","","no valid path was found"
4091,"O75907",,"","",""
4091,"O75908",,"","","no valid path was found"
4091,"O75914",,"","",""
4091,"O75956",,"","","no valid path was found"
4091,"O76021",,"","","no valid path was found"
4091,"O76039",,"","","no valid path was found"
4091,"O76062",,"","","no valid path was found"
4091,"O76074",,"","",""
4091,"O76083",,"","",""
4091,"O94760",,"","","no valid path was found"
4091,"O94766",,"","","no valid path was found"
4091,"O94768",,"","",""
4091,"O94777",,"","","no valid path was found"
4091,"O94804",,"","",""
4091,"O94806",,"","",""
4091,"O94907",,"","",""
4091,"O94921",,"","","no valid path was found"
4091,"O95045",,"","","no valid path was found"
4091,"O95050",,"","","no valid path was found"
4091,"O95067",,"","",""
4091,"O95136",,"","",""
4091,"O95139",,"","","target was not found"
4091,"O95163",,"","","no valid path was found"
4091,"O95180",,"","",""
4091,"O95237",,"","","no valid path was found"
4091,"O95239",,"","","no valid path was found"
4091,"O95259",,"","","no valid path was found"
4091,"O95263",,"","","no valid path was found"
4091,"O95264",,"","","target was not found"
4091,"O95267",,"","","target was not found"
4091,"O95271",,"","","no valid path was found"
4091,"O95299",,"","","no valid path was found"
4091,"O95342",,"","",""
4091,"O95363",,"","",""
4091,"O95382",,"","","target was not found"
4091,"O95399",,"","",""
4091,"O95456",,"","","target was not found"
4091,"O95544",,"","","no valid path was found"
4091,"O95622",,"","",""
4091,"O95644",,"","",""
4091,"O95665",,"","","target was not found"
4091,"O95718",,"","",""
4091,"O95747",,"","","no valid path was found"
4091,"O95749",,"","","no valid path was found"
4091,"O95819",,"","",""
4091,"O95822",,"","",""
4091,"O95835",,"","",""
4091,"O95838",,"","","target was not found"
4091,"O95864",,"","","target was not found"
4091,"O95870",,"","","target was not found"
4091,"O95977",,"","",""
4091,"O95985",,"","","no valid path was found"
4091,"O96013",,"","",""
4091,"O96017",,"","",""
4091,"O96020",,"","",""
4091,"P00167",,"","",""
4091,"P00325",,"","","no valid path was found"
4091,"P00326",,"","","no valid path was found"
4091,"P00338",,"","",""
4091,"P00352",,"","",""
4091,"P00374",,"","","target was not found"
4091,"P00387",,"","","no valid path was found"
4091,"P00390",,"","","target was not found"
4091,"P00395",,"","","target was not found"
4091,"P00403",,"","","target was not found"
4091,"P00439",,"","",""
4091,"P00441",,"","",""
4091,"P00451",,"","",""
4091,"P00480",,"","",""
4091,"P00488",,"","",""
4091,"P00491",,"","","target was not found"
4091,"P00492",,"","",""
4091,"P00519",,"","",""
4091,"P00533",,"","",""
4091,"P00540",,"","","no valid path was found"
4091,"P00558",,"","","no valid path was found"
4091,"P00568",,"","",""
4091,"P00734",,"","",""
4091,"P00736",,"","","target was not found"
4091,"P00740",,"","",""
4091,"P00742",,"","",""
4091,"P00747",,"","",""
4091,"P00748",,"","",""
4091,"P00749",,"","",""
4091,"P00750",,"","",""
4091,"P00751",,"","",""
4091,"P00790",,"","","target was not found"
4091,"P00797",,"","","no valid path was found"
4091,"P00813",,"","",""
4091,"P00915",,"","",""
4091,"P00918",,"","",""
4091,"P01008",,"","",""
4091,"P01011",,"","",""
4091,"P01024",,"","",""
4091,"P01100",,"","",""
4091,"P01112",,"","",""
4091,"P01130",,"","",""
4091,"P01133",,"","","target was not found"
4091,"P01213",,"","",""
4091,"P01275",,"","","no valid path was found"
4091,"P01282",,"","",""
4091,"P01308",,"","",""
4091,"P01374",,"","",""
4091,"P01375",,"","",""
4091,"P01588",,"","",""
4091,"P01589",,"","",""
4091,"P01730",,"","",""
4091,"P01854",,"","","target was not found"
4091,"P02452",,"","",""
4091,"P02647",,"","","target was not found"
4091,"P02671",,"","",""
4091,"P02675",,"","",""
4091,"P02679",,"","",""
4091,"P02708",,"","","target was not found"
4091,"P02724",,"","",""
4091,"P02743",,"","",""
4091,"P02749",,"","",""
4091,"P02751",,"","",""
4091,"P02753",,"","",""
4091,"P02763",,"","","no valid path was found"
4091,"P02766",,"","",""
4091,"P02768",,"","",""
4091,"P02774",,"","",""
4091,"P02787",,"","",""
4091,"P03372",,"","","no valid path was found"
4091,"P03886",,"","","target was not found"
4091,"P03891",,"","","target was not found"
4091,"P03897",,"","","target was not found"
4091,"P03901",,"","","target was not found"
4091,"P03905",,"","","target was not found"
4091,"P03915",,"","","target was not found"
4091,"P03923",,"","","target was not found"
4091,"P03950",,"","",""
4091,"P03951",,"","",""
4091,"P03952",,"","",""
4091,"P03956",,"","",""
4091,"P04004",,"","",""
4091,"P04035",,"","","target was not found"
4091,"P04049",,"","",""
4091,"P04053",,"","","no valid path was found"
4091,"P04054",,"","",""
4091,"P04062",,"","",""
4091,"P04066",,"","",""
4091,"P04070",,"","",""
4091,"P04075",,"","","target was not found"
4091,"P04114",,"","","target was not found"
4091,"P04150",,"","",""
4091,"P04156",,"","",""
4091,"P04180",,"","",""
4091,"P04181",,"","",""
4091,"P04183",,"","",""
4091,"P04229",,"","",""
4091,"P04233",,"","",""
4091,"P04271",,"","",""
4091,"P04278",,"","","no valid path was found"
4091,"P04350",,"","","no valid path was found"
4091,"P04406",,"","",""
4091,"P04439",,"","","no valid path was found"
4091,"P04626",,"","",""
4091,"P04629",,"","",""
4091,"P04632",,"","",""
4091,"P04637",,"","",""
4091,"P04745",,"","","no valid path was found"
4091,"P04746",,"","","no valid path was found"
4091,"P04792",,"","",""
4091,"P04798",,"","",""
4091,"P04818",,"","",""
4091,"P05023",,"","","no valid path was found"
4091,"P05026",,"","",""
4091,"P05067",,"","",""
4091,"P05089",,"","",""
4091,"P05091",,"","",""
4091,"P05093",,"","",""
4091,"P05106",,"","",""
4091,"P05107",,"","",""
4091,"P05108",,"","","no valid path was found"
4091,"P05113",,"","",""
4091,"P05121",,"","",""
4091,"P05129",,"","",""
4091,"P05162",,"","","target was not found"
4091,"P05164",,"","","no valid path was found"
4091,"P05177",,"","",""
4091,"P05181",,"","","no valid path was found"
4091,"P05186",,"","",""
4091,"P05187",,"","",""
4091,"P05230",,"","",""
4091,"P05362",,"","",""
4091,"P05412",,"","",""
4091,"P05413",,"","",""
4091,"P05423",,"","",""
4091,"P05543",,"","",""
4091,"P05556",,"","",""
4091,"P05771",,"","",""
4091,"P06133",,"","","no valid path was found"
4091,"P06213",,"","",""
4091,"P06239",,"","",""
4091,"P06241",,"","",""
4091,"P06276",,"","",""
4091,"P06280",,"","",""
4091,"P06400",,"","",""
4091,"P06401",,"","",""
4091,"P06493",,"","",""
4091,"P06729",,"","",""
4091,"P06730",,"","",""
4091,"P06732",,"","",""
4091,"P06733",,"","",""
4091,"P06734",,"","",""
4091,"P06737",,"","",""
4091,"P06746",,"","",""
4091,"P06748",,"","",""
4091,"P06756",,"","",""
4091,"P06858",,"","","no valid path was found"
4091,"P06870",,"","",""
4091,"P06881",,"","",""
4091,"P07098",,"","",""
4091,"P07099",,"","",""
4091,"P07101",,"","",""
4091,"P07148",,"","","target was not found"
4091,"P07195",,"","",""
4091,"P07202",,"","",""
4091,"P07205",,"","","no valid path was found"
4091,"P07237",,"","",""
4091,"P07288",,"","",""
4091,"P07306",,"","",""
4091,"P07307",,"","",""
4091,"P07327",,"","","no valid path was found"
4091,"P07332",,"","","no valid path was found"
4091,"P07333",,"","",""
4091,"P07339",,"","",""
4091,"P07384",,"","",""
4091,"P07437",,"","",""
4091,"P07451",,"","",""
4091,"P07477",,"","",""
4091,"P07478",,"","","target was not found"
4091,"P07510",,"","",""
4091,"P07550",,"","",""
4091,"P07686",,"","",""
4091,"P07711",,"","",""
4091,"P07766",,"","",""
4091,"P07814",,"","",""
4091,"P07858",,"","",""
4091,"P07864",,"","","no valid path was found"
4091,"P07900",,"","",""
4091,"P07947",,"","",""
4091,"P07948",,"","",""
4091,"P07949",,"","",""
4091,"P07998",,"","",""
4091,"P08047",,"","",""
4091,"P08069",,"","",""
4091,"P08107",,"","",""
4091,"P08123",,"","",""
4091,"P08138",,"","",""
4091,"P08151",,"","",""
4091,"P08172",,"","",""
4091,"P08173",,"","","target was not found"
4091,"P08183",,"","",""
4091,"P08185",,"","",""
4091,"P08217",,"","","target was not found"
4091,"P08218",,"","","target was not found"
4091,"P08235",,"","",""
4091,"P08236",,"","","no valid path was found"
4091,"P08237",,"","",""
4091,"P08238",,"","",""
4091,"P08243",,"","",""
4091,"P08246",,"","",""
4091,"P08253",,"","",""
4091,"P08254",,"","",""
4091,"P08263",,"","",""
4091,"P08311",,"","",""
4091,"P08319",,"","",""
4091,"P08473",,"","",""
4091,"P08514",,"","",""
4091,"P08559",,"","","no valid path was found"
4091,"P08575",,"","",""
4091,"P08581",,"","",""
4091,"P08588",,"","",""
4091,"P08603",,"","",""
4091,"P08631",,"","",""
4091,"P08648",,"","",""
4091,"P08684",,"","",""
4091,"P08686",,"","",""
4091,"P08709",,"","",""
4091,"P08754",,"","",""
4091,"P08833",,"","",""
4091,"P08842",,"","",""
4091,"P08861",,"","","target was not found"
4091,"P08865",,"","","no valid path was found"
4091,"P08908",,"","","no valid path was found"
4091,"P08912",,"","",""
4091,"P08913",,"","",""
4091,"P08922",,"","",""
4091,"P09038",,"","",""
4091,"P09093",,"","","target was not found"
4091,"P09104",,"","","target was not found"
4091,"P09172",,"","",""
4091,"P09210",,"","",""
4091,"P09211",,"","",""
4091,"P09237",,"","",""
4091,"P09238",,"","",""
4091,"P09382",,"","",""
4091,"P09417",,"","",""
4091,"P09455",,"","",""
4091,"P09467",,"","",""
4091,"P09471",,"","",""
4091,"P09488",,"","",""
4091,"P09601",,"","",""
4091,"P09619",,"","",""
4091,"P09668",,"","",""
4091,"P09681",,"","",""
4091,"P09769",,"","",""
4091,"P09848",,"","",""
4091,"P09871",,"","","target was not found"
4091,"P09874",,"","",""
4091,"P09884",,"","",""
4091,"P09917",,"","",""
4091,"P09923",,"","","no valid path was found"
4091,"P09936",,"","",""
4091,"P09958",,"","",""
4091,"P09960",,"","",""
4091,"P0C1S8",,"","","target was not found"
4091,"P0C264",,"","","target was not found"
4091,"P0C869",,"","","target was not found"
4091,"P0CG29",,"","","target was not found"
4091,"P10070",,"","",""
4091,"P10144",,"","",""
4091,"P10145",,"","","target was not found"
4091,"P10153",,"","","no valid path was found"
4091,"P10253",,"","",""
4091,"P10275",,"","",""
4091,"P10276",,"","",""
4091,"P10323",,"","",""
4091,"P10398",,"","",""
4091,"P10415",,"","",""
4091,"P10586",,"","",""
4091,"P10619",,"","","target was not found"
4091,"P10632",,"","",""
4091,"P10635",,"","",""
4091,"P10644",,"","",""
4091,"P10696",,"","",""
4091,"P10721",,"","",""
4091,"P10745",,"","",""
4091,"P10746",,"","","no valid path was found"
4091,"P10747",,"","",""
4091,"P10809",,"","",""
4091,"P10826",,"","","target was not found"
4091,"P10827",,"","","target was not found"
4091,"P10828",,"","",""
4091,"P10912",,"","",""
4091,"P11086",,"","","no valid path was found"
4091,"P11150",,"","",""
4091,"P11166",,"","",""
4091,"P11168",,"","",""
4091,"P11169",,"","",""
4091,"P11172",,"","","target was not found"
4091,"P11177",,"","","no valid path was found"
4091,"P11215",,"","",""
4091,"P11216",,"","",""
4091,"P11217",,"","",""
4091,"P11229",,"","",""
4091,"P11230",,"","",""
4091,"P11245",,"","",""
4091,"P11274",,"","",""
4091,"P11309",,"","",""
4091,"P11362",,"","",""
4091,"P11387",,"","",""
4091,"P11388",,"","","target was not found"
4091,"P11413",,"","",""
4091,"P11473",,"","",""
4091,"P11474",,"","","no valid path was found"
4091,"P11509",,"","",""
4091,"P11511",,"","",""
4091,"P11586",,"","",""
4091,"P11597",,"","",""
4091,"P11678",,"","","no valid path was found"
4091,"P11712",,"","","no valid path was found"
4091,"P11717",,"","",""
4091,"P11766",,"","",""
4091,"P11802",,"","",""
4091,"P11836",,"","",""
4091,"P11926",,"","",""
4091,"P12081",,"","",""
4091,"P12104",,"","",""
4091,"P12235",,"","",""
4091,"P12259",,"","",""
4091,"P12268",,"","","no valid path was found"
4091,"P12277",,"","",""
4091,"P12314",,"","",""
4091,"P12318",,"","","target was not found"
4091,"P12319",,"","","no valid path was found"
4091,"P12544",,"","",""
4091,"P12644",,"","",""
4091,"P12821",,"","",""
4091,"P12931",,"","",""
4091,"P12955",,"","",""
4091,"P13051",,"","","no valid path was found"
4091,"P13196",,"","",""
4091,"P13497",,"","","target was not found"
4091,"P13569",,"","",""
4091,"P13612",,"","",""
4091,"P13631",,"","",""
4091,"P13637",,"","","no valid path was found"
4091,"P13716",,"","",""
4091,"P13726",,"","",""
4091,"P13807",,"","",""
4091,"P13861",,"","",""
4091,"P13866",,"","",""
4091,"P13929",,"","",""
4091,"P13945",,"","",""
4091,"P14060",,"","",""
4091,"P14061",,"","",""
4091,"P14091",,"","","no valid path was found"
4091,"P14151",,"","",""
4091,"P14174",,"","",""
4091,"P14207",,"","","target was not found"
4091,"P14210",,"","",""
4091,"P14222",,"","",""
4091,"P14314",,"","",""
4091,"P14324",,"","","target was not found"
4091,"P14384",,"","","target was not found"
4091,"P14410",,"","",""
4091,"P14415",,"","","no valid path was found"
4091,"P14416",,"","",""
4091,"P14550",,"","","target was not found"
4091,"P14555",,"","","no valid path was found"
4091,"P14616",,"","",""
4091,"P14618",,"","","no valid path was found"
4091,"P14625",,"","","target was not found"
4091,"P14635",,"","",""
4091,"P14672",,"","",""
4091,"P14679",,"","",""
4091,"P14778",,"","","no valid path was found"
4091,"P14780",,"","",""
4091,"P14784",,"","",""
4091,"P14867",,"","",""
4091,"P14902",,"","","no valid path was found"
4091,"P14920",,"","","no valid path was found"
4091,"P15056",,"","",""
4091,"P15085",,"","",""
4091,"P15086",,"","","target was not found"
4091,"P15088",,"","",""
4091,"P15090",,"","",""
4091,"P15104",,"","",""
4091,"P15121",,"","","no valid path was found"
4091,"P15144",,"","",""
4091,"P15153",,"","",""
4091,"P15169",,"","",""
4091,"P15260",,"","",""
4091,"P15289",,"","",""
4091,"P15291",,"","",""
4091,"P15309",,"","","no valid path was found"
4091,"P15313",,"","",""
4091,"P15328",,"","",""
4091,"P15374",,"","","no valid path was found"
4091,"P15382",,"","",""
4091,"P15509",,"","",""
4091,"P15514",,"","",""
4091,"P15531",,"","",""
4091,"P15538",,"","",""
4091,"P15559",,"","",""
4091,"P15692",,"","",""
4091,"P15735",,"","",""
4091,"P15822",,"","",""
4091,"P15848",,"","",""
4091,"P16050",,"","",""
4091,"P16066",,"","",""
4091,"P16083",,"","","target was not found"
4091,"P16109",,"","",""
4091,"P16112",,"","",""
4091,"P16152",,"","",""
4091,"P16220",,"","",""
4091,"P16233",,"","",""
4091,"P16234",,"","",""
4091,"P16278",,"","","target was not found"
4091,"P16298",,"","",""
4091,"P16333",,"","",""
4091,"P16389",,"","","no valid path was found"
4091,"P16444",,"","",""
4091,"P16455",,"","",""
4091,"P16471",,"","",""
4091,"P16473",,"","",""
4091,"P16499",,"","",""
4091,"P16519",,"","",""
4091,"P16581",,"","","target was not found"
4091,"P16591",,"","",""
4091,"P16615",,"","","target was not found"
4091,"P16662",,"","",""
4091,"P16885",,"","",""
4091,"P17050",,"","","target was not found"
4091,"P17181",,"","",""
4091,"P17252",,"","",""
4091,"P17301",,"","",""
4091,"P17342",,"","",""
4091,"P17405",,"","",""
4091,"P17516",,"","","no valid path was found"
4091,"P17538",,"","","target was not found"
4091,"P17568",,"","","no valid path was found"
4091,"P17612",,"","",""
4091,"P17655",,"","",""
4091,"P17658",,"","","no valid path was found"
4091,"P17706",,"","",""
4091,"P17707",,"","","no valid path was found"
4091,"P17735",,"","","target was not found"
4091,"P17752",,"","",""
4091,"P17787",,"","",""
4091,"P17858",,"","",""
4091,"P17931",,"","","no valid path was found"
4091,"P17936",,"","",""
4091,"P17948",,"","",""
4091,"P18031",,"","",""
4091,"P18054",,"","",""
4091,"P18065",,"","",""
4091,"P18084",,"","",""
4091,"P18089",,"","","target was not found"
4091,"P18405",,"","",""
4091,"P18433",,"","","no valid path was found"
4091,"P18440",,"","","no valid path was found"
4091,"P18505",,"","",""
4091,"P18507",,"","",""
4091,"P18509",,"","",""
4091,"P18545",,"","",""
4091,"P18564",,"","",""
4091,"P18825",,"","","target was not found"
4091,"P18846",,"","",""
4091,"P18858",,"","",""
4091,"P19021",,"","","no valid path was found"
4091,"P19099",,"","",""
4091,"P19174",,"","",""
4091,"P19235",,"","",""
4091,"P19256",,"","","target was not found"
4091,"P19320",,"","",""
4091,"P19367",,"","",""
4091,"P19419",,"","",""
4091,"P19438",,"","",""
4091,"P19440",,"","",""
4091,"P19525",,"","",""
4091,"P19623",,"","","no valid path was found"
4091,"P19634",,"","",""
4091,"P19652",,"","",""
4091,"P19784",,"","","target was not found"
4091,"P19793",,"","",""
4091,"P19801",,"","",""
4091,"P19835",,"","",""
4091,"P19838",,"","",""
4091,"P19961",,"","","no valid path was found"
4091,"P19971",,"","",""
4091,"P20138",,"","",""
4091,"P20142",,"","",""
4091,"P20151",,"","",""
4091,"P20248",,"","","target was not found"
4091,"P20264",,"","","no valid path was found"
4091,"P20265",,"","",""
4091,"P20273",,"","",""
4091,"P20292",,"","","target was not found"
4091,"P20309",,"","",""
4091,"P20594",,"","",""
4091,"P20618",,"","","no valid path was found"
4091,"P20645",,"","","no valid path was found"
4091,"P20648",,"","",""
4091,"P20701",,"","",""
4091,"P20702",,"","","no valid path was found"
4091,"P20711",,"","",""
4091,"P20794",,"","","no valid path was found"
4091,"P20813",,"","",""
4091,"P20815",,"","",""
4091,"P20839",,"","","target was not found"
4091,"P20916",,"","",""
4091,"P21127",,"","","target was not found"
4091,"P21217",,"","","no valid path was found"
4091,"P21266",,"","","no valid path was found"
4091,"P21281",,"","",""
4091,"P21397",,"","",""
4091,"P21452",,"","",""
4091,"P21453",,"","","no valid path was found"
4091,"P21462",,"","","target was not found"
4091,"P21554",,"","",""
4091,"P21579",,"","",""
4091,"P21589",,"","",""
4091,"P21673",,"","","no valid path was found"
4091,"P21709",,"","",""
4091,"P21728",,"","",""
4091,"P21730",,"","","target was not found"
4091,"P21731",,"","",""
4091,"P21757",,"","",""
4091,"P21802",,"","",""
4091,"P21817",,"","","no valid path was found"
4091,"P21860",,"","","no valid path was found"
4091,"P21917",,"","","target was not found"
4091,"P21918",,"","",""
4091,"P21964",,"","","target was not found"
4091,"P21980",,"","",""
4091,"P22001",,"","",""
4091,"P22061",,"","","no valid path was found"
4091,"P22079",,"","",""
4091,"P22083",,"","",""
4091,"P22102",,"","","no valid path was found"
4091,"P22234",,"","","no valid path was found"
4091,"P22303",,"","",""
4091,"P22307",,"","","no valid path was found"
4091,"P22310",,"","",""
4091,"P22314",,"","",""
4091,"P22392",,"","",""
4091,"P22413",,"","",""
4091,"P22455",,"","",""
4091,"P22459",,"","","no valid path was found"
4091,"P22460",,"","","no valid path was found"
4091,"P22607",,"","",""
4091,"P22612",,"","",""
4091,"P22680",,"","",""
4091,"P22692",,"","",""
4091,"P22694",,"","",""
4091,"P22732",,"","","target was not found"
4091,"P22735",,"","","no valid path was found"
4091,"P22748",,"","",""
4091,"P22792",,"","","no valid path was found"
4091,"P22888",,"","",""
4091,"P22894",,"","",""
4091,"P23109",,"","",""
4091,"P23141",,"","",""
4091,"P23219",,"","",""
4091,"P23229",,"","",""
4091,"P23280",,"","",""
4091,"P23284",,"","",""
4091,"P23415",,"","",""
4091,"P23416",,"","",""
4091,"P23443",,"","",""
4091,"P23458",,"","","target was not found"
4091,"P23467",,"","","target was not found"
4091,"P23469",,"","",""
4091,"P23470",,"","","no valid path was found"
4091,"P23526",,"","",""
4091,"P23528",,"","","no valid path was found"
4091,"P23677",,"","","no valid path was found"
4091,"P23763",,"","",""
4091,"P23786",,"","","no valid path was found"
4091,"P23919",,"","",""
4091,"P23921",,"","",""
4091,"P23945",,"","",""
4091,"P23946",,"","",""
4091,"P23975",,"","",""
4091,"P24046",,"","",""
4091,"P24158",,"","",""
4091,"P24298",,"","","no valid path was found"
4091,"P24347",,"","",""
4091,"P24385",,"","",""
4091,"P24387",,"","","no valid path was found"
4091,"P24530",,"","","target was not found"
4091,"P24557",,"","",""
4091,"P24592",,"","","target was not found"
4091,"P24593",,"","",""
4091,"P24666",,"","",""
4091,"P24723",,"","",""
4091,"P24752",,"","","no valid path was found"
4091,"P24864",,"","",""
4091,"P24941",,"","",""
4091,"P25021",,"","",""
4091,"P25024",,"","",""
4091,"P25025",,"","","target was not found"
4091,"P25054",,"","",""
4091,"P25090",,"","",""
4091,"P25098",,"","",""
4091,"P25100",,"","",""
4091,"P25101",,"","",""
4091,"P25103",,"","",""
4091,"P25105",,"","","no valid path was found"
4091,"P25116",,"","",""
4091,"P25774",,"","",""
4091,"P25929",,"","","target was not found"
4091,"P25963",,"","",""
4091,"P26006",,"","",""
4091,"P26010",,"","",""
4091,"P26358",,"","","target was not found"
4091,"P26439",,"","","no valid path was found"
4091,"P26639",,"","",""
4091,"P26640",,"","",""
4091,"P26927",,"","",""
4091,"P27037",,"","",""
4091,"P27144",,"","",""
4091,"P27169",,"","",""
4091,"P27338",,"","",""
4091,"P27361",,"","",""
4091,"P27448",,"","",""
4091,"P27487",1.0,"undecided","approved binding",""
4091,"P27540",,"","",""
4091,"P27695",,"","","no valid path was found"
4091,"P27707",,"","",""
4091,"P27708",,"","","target was not found"
4091,"P27815",,"","",""
4091,"P27824",,"","","no valid path was found"
4091,"P27986",,"","",""
4091,"P27987",,"","","no valid path was found"
4091,"P28062",,"","","no valid path was found"
4091,"P28074",,"","","no valid path was found"
4091,"P28161",,"","",""
4091,"P28221",,"","",""
4091,"P28222",,"","",""
4091,"P28223",,"","",""
4091,"P28300",,"","",""
4091,"P28329",,"","","no valid path was found"
4091,"P28332",,"","","target was not found"
4091,"P28335",,"","",""
4091,"P28336",,"","","no valid path was found"
4091,"P28340",,"","",""
4091,"P28472",,"","",""
4091,"P28476",,"","",""
4091,"P28482",,"","",""
4091,"P28562",,"","",""
4091,"P28566",,"","",""
4091,"P28702",,"","",""
4091,"P28715",,"","",""
4091,"P28827",,"","",""
4091,"P28838",,"","",""
4091,"P28845",,"","",""
4091,"P28907",,"","",""
4091,"P29074",,"","","no valid path was found"
4091,"P29120",,"","",""
4091,"P29122",,"","",""
4091,"P29144",,"","",""
4091,"P29218",,"","","no valid path was found"
4091,"P29274",,"","",""
4091,"P29275",,"","",""
4091,"P29317",,"","",""
4091,"P29320",,"","",""
4091,"P29322",,"","","target was not found"
4091,"P29323",,"","",""
4091,"P29350",,"","",""
4091,"P29353",,"","",""
4091,"P29371",,"","",""
4091,"P29373",,"","",""
4091,"P29376",,"","",""
4091,"P29401",,"","","no valid path was found"
4091,"P29466",,"","",""
4091,"P29474",,"","","target was not found"
4091,"P29475",,"","",""
4091,"P29597",,"","",""
4091,"P29762",,"","","target was not found"
4091,"P29803",,"","","no valid path was found"
4091,"P30043",,"","","no valid path was found"
4091,"P30085",,"","","no valid path was found"
4091,"P30279",,"","",""
4091,"P30281",,"","",""
4091,"P30291",,"","",""
4091,"P30304",,"","",""
4091,"P30305",,"","","target was not found"
4091,"P30307",,"","",""
4091,"P30411",,"","",""
4091,"P30419",,"","",""
4091,"P30518",,"","","target was not found"
4091,"P30519",,"","","target was not found"
4091,"P30520",,"","",""
4091,"P30530",,"","",""
4091,"P30531",,"","",""
4091,"P30532",,"","",""
4091,"P30536",,"","",""
4091,"P30542",,"","",""
4091,"P30550",,"","",""
4091,"P30556",,"","",""
4091,"P30559",,"","",""
4091,"P30613",,"","",""
4091,"P30711",,"","",""
4091,"P30837",,"","","no valid path was found"
4091,"P30838",,"","",""
4091,"P30872",,"","","no valid path was found"
4091,"P30874",,"","","no valid path was found"
4091,"P30926",,"","","no valid path was found"
4091,"P30939",,"","",""
4091,"P30968",,"","",""
4091,"P30988",,"","",""
4091,"P30989",,"","",""
4091,"P31040",,"","","no valid path was found"
4091,"P31152",,"","","no valid path was found"
4091,"P31213",,"","",""
4091,"P31321",,"","",""
4091,"P31323",,"","",""
4091,"P31350",,"","",""
4091,"P31358",,"","",""
4091,"P31391",,"","","no valid path was found"
4091,"P31639",,"","",""
4091,"P31641",,"","","no valid path was found"
4091,"P31644",,"","","target was not found"
4091,"P31645",,"","",""
4091,"P31749",,"","",""
4091,"P31751",,"","",""
4091,"P31785",,"","",""
4091,"P31939",,"","",""
4091,"P31944",,"","","target was not found"
4091,"P32019",,"","","no valid path was found"
4091,"P32189",,"","","no valid path was found"
4091,"P32238",,"","",""
4091,"P32239",,"","",""
4091,"P32241",,"","",""
4091,"P32245",,"","","no valid path was found"
4091,"P32246",,"","",""
4091,"P32247",,"","","target was not found"
4091,"P32248",,"","","no valid path was found"
4091,"P32297",,"","",""
4091,"P32298",,"","",""
4091,"P32302",,"","","target was not found"
4091,"P32320",,"","",""
4091,"P32321",,"","",""
4091,"P32418",,"","",""
4091,"P32745",,"","","no valid path was found"
4091,"P32754",,"","","no valid path was found"
4091,"P32927",,"","",""
4091,"P33032",,"","","target was not found"
4091,"P33176",,"","","no valid path was found"
